id,BDD,type,img,DiameterByCircle,compactIndex,regularityIndex,regularityIndexPercentage,colorThreshold,nbColors,kurtosis,AssymetryByDistanceByCircle,roundness
841,ISIC,Nevus,ISIC_0024759.jpg,284,1.2533,0.02,0.8019,1,4197.34,1670666569.207,95.0414,0.9486
842,ISIC,Nevus,ISIC_0024764.jpg,266,1.1748,0.0185,0.8611,2,3849.9904,4598698887.0148,97.8737,0.9714
843,ISIC,Nevus,ISIC_0024765.jpg,252,1.2482,0.0194,0.8078,2,3421.5739,3116362297.6914,93.4891,0.958
844,ISIC,Nevus,ISIC_0024766.jpg,212,1.1905,0.0244,0.8515,2,4140.8777,1585639551.8356,97.0248,0.9717
845,ISIC,Nevus,ISIC_0024775.jpg,208,1.1744,0.0232,0.8565,2,3632.4722,817272192.7845,98.0849,0.9663
846,ISIC,Nevus,ISIC_0024778.jpg,238,1.1894,0.0209,0.855,2,3423.0652,1692555511.9809,92.7771,0.9441
847,ISIC,Nevus,ISIC_0024780.jpg,322,1.5833,0.0184,0.6336,2,3347.9563,327858857.5254,95.1535,0.9227
848,ISIC,Nevus,ISIC_0024781.jpg,126,1.1305,0.0375,0.8936,2,2771.4094,5901679026.4597,95.5195,0.9759
849,ISIC,Nevus,ISIC_0024783.jpg,314,1.2251,0.0163,0.8234,2,4062.9453,331324482.9055,96.759,0.9601
850,ISIC,Nevus,ISIC_0024785.jpg,178,1.1837,0.0281,0.8518,2,3408.7321,2566976293.4365,98.8802,0.9641
851,ISIC,Nevus,ISIC_0024793.jpg,262,1.3448,0.0206,0.7498,3,3265.76,280332083.8694,92.2574,0.8934
852,ISIC,Nevus,ISIC_0024803.jpg,232,1.1813,0.0222,0.8543,3,3716.724,222603746.1107,94.5808,0.9598
853,ISIC,Nevus,ISIC_0024804.jpg,276,1.2567,0.0191,0.8043,2,3387.9207,526012305.7392,96.7773,0.9559
854,ISIC,Nevus,ISIC_0024808.jpg,166,1.2939,0.0307,0.7796,2,2324.374,2330901490.3374,98.3132,0.9322
855,ISIC,Nevus,ISIC_0024810.jpg,456,1.8774,0.0167,0.5358,2,3703.5537,142388687.6516,87.9865,0.797
856,ISIC,Nevus,ISIC_0024811.jpg,452,1.4298,0.0139,0.7004,1,3839.5417,536230141.8585,96.8799,0.9407
857,ISIC,Nevus,ISIC_0024812.jpg,392,1.4043,0.0149,0.7148,2,3354.0644,568502112.9764,89.82,0.9604
858,ISIC,Nevus,ISIC_0024813.jpg,234,1.2698,0.0243,0.7938,4,3158.8766,439099207.7026,95.049,0.9423
859,ISIC,Nevus,ISIC_0024815.jpg,290,1.2175,0.0181,0.8318,2,3449.2475,952831123.905,95.0066,0.9661
860,ISIC,Nevus,ISIC_0024816.jpg,362,1.4369,0.0168,0.7033,2,3468.6172,243811662.7749,94.34,0.892
861,ISIC,Nevus,ISIC_0024822.jpg,278,1.6349,0.0271,0.6164,2,3297.4536,2328873878.187,82.7383,0.8669
862,ISIC,Nevus,ISIC_0024824.jpg,286,1.3969,0.02,0.725,3,2792.63,431990241.4445,87.191,0.8768
863,ISIC,Nevus,ISIC_0024826.jpg,240,1.2027,0.0207,0.8374,3,3307.0388,250745432.8393,94.7311,0.9514
864,ISIC,Nevus,ISIC_0024828.jpg,494,1.4926,0.013,0.6752,1,3479.2102,195239248.6643,94.3612,0.8964
865,ISIC,Nevus,ISIC_0024835.jpg,370,1.3538,0.0158,0.7452,2,3434.9542,2372402516.8668,98.7953,0.9192
866,ISIC,Nevus,ISIC_0024837.jpg,192,1.1362,0.0245,0.8962,2,3541.9444,869989070.328,96.8819,0.9726
867,ISIC,Nevus,ISIC_0024840.jpg,350,1.3972,0.0179,0.7159,2,3605.5072,651353213.5636,89.7927,0.9318
868,ISIC,Nevus,ISIC_0024841.jpg,204,1.3151,0.0249,0.7703,1,2969.3239,1680187340.8887,95.1331,0.9273
869,ISIC,Nevus,ISIC_0024842.jpg,146,1.1413,0.0312,0.8779,4,3529.9389,1096410599.281,95.6903,0.9724
870,ISIC,Nevus,ISIC_0024844.jpg,490,2.1511,0.017,0.4681,2,3392.3365,263755074.9332,89.8334,0.898
871,ISIC,Nevus,ISIC_0024849.jpg,418,1.6297,0.017,0.6143,1,3271.0251,796198885.8974,90.3173,0.8697
872,ISIC,Nevus,ISIC_0024855.jpg,344,1.3124,0.0148,0.7696,2,2890.0461,179449364.1769,97.4097,0.9383
873,ISIC,Nevus,ISIC_0024856.jpg,230,1.3725,0.0269,0.7305,2,3766.2846,1627900934.6938,92.5286,0.9393
874,ISIC,Nevus,ISIC_0024857.jpg,228,1.5383,0.0314,0.651,1,3006.4755,2999439882.7568,97.2363,0.9578
875,ISIC,Nevus,ISIC_0024858.jpg,378,1.3795,0.0144,0.7294,1,3955.7112,1041739671.642,95.4932,0.9357
876,ISIC,Nevus,ISIC_0024859.jpg,354,1.405,0.0168,0.7167,2,3815.4139,734637602.1648,94.1852,0.8934
877,ISIC,Nevus,ISIC_0024860.jpg,380,1.8305,0.0168,0.5477,1,3482.5942,885839043.0113,86.7629,0.8644
878,ISIC,Nevus,ISIC_0024863.jpg,316,1.3213,0.0176,0.7599,2,3499.5316,167745434.1638,86.836,0.9445
879,ISIC,Nevus,ISIC_0024866.jpg,184,1.2029,0.0284,0.8429,2,3732.428,1187159518.3649,96.1094,0.9583
880,ISIC,Nevus,ISIC_0024873.jpg,504,2.0268,0.0171,0.4936,2,3966.0991,1789267939.0115,93.6553,0.9159
881,ISIC,Nevus,ISIC_0024874.jpg,338,1.49,0.0214,0.6803,2,4021.019,3935581370.0866,93.2583,0.9433
882,ISIC,Nevus,ISIC_0024884.jpg,268,1.2141,0.0203,0.8316,2,3960.0394,811815025.1285,96.291,0.9842
883,ISIC,Nevus,ISIC_0024887.jpg,238,1.1981,0.0202,0.8442,3,3811.6765,406651190.4877,98.1257,0.9657
884,ISIC,Nevus,ISIC_0024888.jpg,258,1.3614,0.0245,0.737,2,4117.2783,787192134.3835,93.6182,0.9036
885,ISIC,Nevus,ISIC_0024889.jpg,368,1.3563,0.0158,0.7428,2,3268.6587,397848342.9506,96.567,0.9303
886,ISIC,Nevus,ISIC_0024892.jpg,298,1.3209,0.0197,0.7588,2,3668.0779,1183051943.5826,88.2739,0.9299
887,ISIC,Nevus,ISIC_0024895.jpg,342,1.2416,0.0162,0.8115,2,3302.868,312570328.0462,97.0223,0.9728
888,ISIC,Nevus,ISIC_0024901.jpg,328,1.2844,0.0159,0.7863,2,3491.5802,315670861.2994,95.3801,0.9435
889,ISIC,Nevus,ISIC_0024903.jpg,332,1.2564,0.0148,0.8019,2,3421.3448,635752279.8687,93.4998,0.955
890,ISIC,Nevus,ISIC_0024905.jpg,424,2.0859,0.0173,0.4819,1,3252.3393,506900634.009,93.4523,0.8332
891,ISIC,Nevus,ISIC_0024907.jpg,170,1.2282,0.0313,0.8255,2,2927.4655,3673411592.2994,95.7917,0.9399
892,ISIC,Nevus,ISIC_0024912.jpg,292,1.3123,0.0188,0.7707,2,3513.5962,1440721511.5519,93.8238,0.9375
893,ISIC,Nevus,ISIC_0024916.jpg,276,1.1436,0.017,0.8817,3,2716.184,1371332577.8014,96.102,0.9811
894,ISIC,Nevus,ISIC_0024919.jpg,354,1.2788,0.0141,0.7826,2,3336.8624,184029268.9312,94.3375,0.9423
895,ISIC,Nevus,ISIC_0024922.jpg,190,1.301,0.0278,0.7769,2,2836.4893,1582779651.9708,92.9648,0.9013
896,ISIC,Nevus,ISIC_0024924.jpg,288,1.1972,0.0182,0.847,3,3486.5991,264330876.0902,90.1604,0.9733
897,ISIC,Nevus,ISIC_0024927.jpg,418,1.4047,0.0143,0.7152,2,3978.955,276409060.2715,93.6369,0.9531
898,ISIC,Nevus,ISIC_0024933.jpg,142,1.1884,0.034,0.8644,2,3756.7187,2236145036.4306,94.9729,0.9361
899,ISIC,Nevus,ISIC_0024937.jpg,294,1.5186,0.0237,0.6677,2,3374.8868,1008242903.1404,91.8548,0.9138
900,ISIC,Nevus,ISIC_0024939.jpg,332,1.7865,0.0192,0.5632,2,4118.1835,616222536.9635,90.2871,0.9165
901,ISIC,Nevus,ISIC_0024941.jpg,252,1.2169,0.0206,0.8219,2,3376.4386,1289378064.5047,96.6377,0.9579
902,ISIC,Nevus,ISIC_0024956.jpg,292,1.2676,0.02,0.7953,2,3606.1584,1158272712.8002,86.9279,0.9513
903,ISIC,Nevus,ISIC_0024959.jpg,226,1.2342,0.0216,0.8173,2,2851.3902,1368878985.764,97.2242,0.9511
904,ISIC,Nevus,ISIC_0024966.jpg,234,1.2173,0.0209,0.831,1,4028.9832,1736182350.2845,97.3144,0.9382
905,ISIC,Nevus,ISIC_0024968.jpg,174,1.2196,0.029,0.8396,2,3621.0056,604368556.377,93.3096,0.9183
906,ISIC,Nevus,ISIC_0024974.jpg,312,1.2738,0.0172,0.7874,2,4165.2279,814202396.0213,87.6823,0.929
907,ISIC,Nevus,ISIC_0024976.jpg,340,1.3367,0.0162,0.7498,1,2961.0819,2029669822.2899,95.8458,0.9471
908,ISIC,Nevus,ISIC_0024977.jpg,284,1.3246,0.0194,0.759,3,3916.6527,208940362.3167,93.6323,0.9327
909,ISIC,Nevus,ISIC_0024986.jpg,184,1.2171,0.0287,0.8392,2,3396.0519,1103757600.3553,96.1098,0.9551
910,ISIC,Nevus,ISIC_0024988.jpg,216,1.3089,0.024,0.7651,2,2809.3771,6932755932.6012,98.7023,0.9354
911,ISIC,Nevus,ISIC_0024991.jpg,364,1.3501,0.0178,0.7472,2,3394.6721,493880872.0017,96.0539,0.9669
912,ISIC,Nevus,ISIC_0024993.jpg,150,1.2319,0.0363,0.8329,2,2916.5981,5128743070.1605,96.0406,0.9659
913,ISIC,Nevus,ISIC_0024996.jpg,238,1.3511,0.0223,0.7438,3,3534.639,2125083269.443,93.1089,0.9038
914,ISIC,Nevus,ISIC_0025002.jpg,514,1.5987,0.0145,0.6262,1,2807.1486,645984827.4142,90.1596,0.9205
915,ISIC,Nevus,ISIC_0025003.jpg,230,1.2622,0.0219,0.798,1,4411.1422,4224803045.1267,95.6788,0.9399
916,ISIC,Nevus,ISIC_0025004.jpg,238,1.2512,0.0235,0.8068,2,3481.9161,5486176297.1983,92.3974,0.9336
917,ISIC,Nevus,ISIC_0025006.jpg,324,1.2663,0.0162,0.7964,2,3382.6751,662423059.0626,95.6549,0.9552
918,ISIC,Nevus,ISIC_0025011.jpg,246,1.2139,0.0195,0.8297,2,3654.3288,737567980.3802,98.383,0.959
919,ISIC,Nevus,ISIC_0025012.jpg,230,1.4309,0.0251,0.7099,2,3593.7447,2065481113.2128,93.7195,0.9057
920,ISIC,Nevus,ISIC_0025015.jpg,202,1.2857,0.029,0.7921,2,3696.2264,3862950470.1959,95.0682,0.938
921,ISIC,Nevus,ISIC_0025017.jpg,272,1.2164,0.0193,0.8323,2,3093.7545,746820040.613,96.9691,0.9468
922,ISIC,Nevus,ISIC_0025026.jpg,252,1.1744,0.0198,0.8634,2,3352.6303,510599737.4696,97.6237,0.9676
923,ISIC,Nevus,ISIC_0025042.jpg,358,1.3248,0.0158,0.7573,2,4090.4916,338922925.7279,98.2354,0.9367
924,ISIC,Nevus,ISIC_0025044.jpg,212,1.2545,0.026,0.8057,3,3718.2231,660846688.1919,86.0953,0.9339
925,ISIC,Nevus,ISIC_0025045.jpg,280,1.2531,0.0183,0.8052,3,3549.8056,415151154.3264,94.2504,0.9472
926,ISIC,Nevus,ISIC_0025048.jpg,376,1.4378,0.0179,0.6983,2,3952.2791,465133979.4782,88.313,0.9123
927,ISIC,Nevus,ISIC_0025055.jpg,312,1.2135,0.0157,0.8291,2,3393.5053,143162319.1947,95.4846,0.9497
928,ISIC,Nevus,ISIC_0025056.jpg,296,1.2968,0.0189,0.7744,2,3583.3985,421097359.8151,96.9854,0.9483
929,ISIC,Nevus,ISIC_0025057.jpg,290,1.251,0.0191,0.8009,2,3401.7518,464426747.9895,94.6479,0.9629
930,ISIC,Nevus,ISIC_0025058.jpg,392,1.1995,0.0126,0.837,1,2802.9393,679057430.7567,93.5738,0.9743
931,ISIC,Nevus,ISIC_0025061.jpg,142,1.2414,0.0376,0.8069,2,3309.9741,12390812918.946,93.7863,0.9058
932,ISIC,Nevus,ISIC_0025067.jpg,362,1.5528,0.0164,0.6498,1,3262.173,627187893.0886,93.8429,0.9308
933,ISIC,Nevus,ISIC_0025074.jpg,250,1.6551,0.0316,0.6135,2,3288.1318,1771406903.4679,84.0445,0.7854
934,ISIC,Nevus,ISIC_0025080.jpg,384,2.0489,0.0189,0.4912,1,3394.4741,979899434.0867,90.2521,0.8618
935,ISIC,Nevus,ISIC_0025084.jpg,308,1.4513,0.0188,0.6981,1,3267.3856,2367020084.406,89.317,0.9017
936,ISIC,Nevus,ISIC_0025087.jpg,364,1.5614,0.0191,0.6443,2,3310.153,609915987.1988,97.807,0.9555
937,ISIC,Nevus,ISIC_0025093.jpg,218,1.195,0.0225,0.8436,2,4082.2407,2012567437.4094,89.9527,0.9472
938,ISIC,Nevus,ISIC_0025108.jpg,240,1.3318,0.0265,0.7586,3,3196.1775,935647685.0806,92.5029,0.9646
939,ISIC,Nevus,ISIC_0025118.jpg,292,1.3579,0.0202,0.7449,2,3483.2714,521471211.9198,93.8754,0.9361
940,ISIC,Nevus,ISIC_0025119.jpg,498,2.1943,0.0166,0.4581,1,2733.7452,645374317.7303,80.6851,0.7559
941,ISIC,Nevus,ISIC_0025124.jpg,316,1.2513,0.0166,0.8011,1,4140.5361,2260712521.1617,100.0,0.9582
942,ISIC,Nevus,ISIC_0025126.jpg,292,1.2871,0.0186,0.7857,2,3341.3585,183877646.6337,93.9121,0.954
943,ISIC,Nevus,ISIC_0025138.jpg,244,1.2517,0.0216,0.8126,1,4008.7677,2555826439.8491,91.318,0.9188
944,ISIC,Nevus,ISIC_0025139.jpg,354,1.3012,0.0156,0.7713,2,3475.8576,373215677.1282,94.6854,0.9542
945,ISIC,Nevus,ISIC_0025141.jpg,156,1.1681,0.0308,0.8747,3,3796.5102,1053282931.265,93.6702,0.9445
946,ISIC,Nevus,ISIC_0025146.jpg,166,1.1588,0.0288,0.8733,1,2632.2987,4760336980.9444,96.2017,0.9674
947,ISIC,Nevus,ISIC_0025147.jpg,228,1.2211,0.0232,0.8227,1,2168.4691,3619787317.5351,91.4207,0.9339
948,ISIC,Nevus,ISIC_0025161.jpg,302,1.1783,0.0162,0.8507,3,3872.2266,76908821.015,95.7703,0.9519
949,ISIC,Nevus,ISIC_0025164.jpg,384,1.5471,0.0168,0.6523,1,3121.4514,1033927635.633,93.9104,0.878
950,ISIC,Nevus,ISIC_0025167.jpg,338,1.3599,0.0189,0.7423,2,4101.7337,534060895.1119,92.1494,0.9385
951,ISIC,Nevus,ISIC_0025171.jpg,446,3.2073,0.0225,0.3129,2,3024.3928,2102758119.7857,99.0005,0.8304
952,ISIC,Nevus,ISIC_0025174.jpg,216,1.3015,0.0255,0.771,2,3805.6227,451469259.4509,91.7879,0.921
953,ISIC,Nevus,ISIC_0025175.jpg,286,1.2501,0.017,0.8003,1,3832.2805,967859147.1931,98.6109,0.9554
954,ISIC,Nevus,ISIC_0025177.jpg,204,1.4194,0.0299,0.7191,2,3130.9366,3292604539.8361,90.9617,0.9028
955,ISIC,Nevus,ISIC_0025185.jpg,280,1.6564,0.0221,0.6109,2,3414.2134,295100110.1362,97.7462,0.8849
956,ISIC,Nevus,ISIC_0025186.jpg,348,1.342,0.017,0.7543,1,4234.3471,941307776.3096,97.4337,0.9646
957,ISIC,Nevus,ISIC_0025193.jpg,188,1.1526,0.0259,0.868,2,2728.6849,6077952648.9327,95.2589,0.9717
958,ISIC,Nevus,ISIC_0025198.jpg,172,1.1469,0.0265,0.8842,3,2546.8575,892557076.8409,95.214,0.9603
959,ISIC,Nevus,ISIC_0025201.jpg,196,1.2023,0.0256,0.8457,2,3299.0932,932147557.6307,92.6651,0.9395
960,ISIC,Nevus,ISIC_0025202.jpg,274,1.236,0.018,0.8154,2,3990.555,818253654.747,96.9953,0.9595
961,ISIC,Nevus,ISIC_0025203.jpg,332,1.339,0.0187,0.7563,2,3396.7651,508923122.8027,87.855,0.9425
962,ISIC,Nevus,ISIC_0025205.jpg,398,1.5576,0.0153,0.6437,2,3492.5093,327965899.0305,85.3037,0.8621
963,ISIC,Nevus,ISIC_0025207.jpg,196,1.1606,0.0253,0.8733,3,3628.3516,689471855.7387,93.5056,0.9688
964,ISIC,Nevus,ISIC_0025211.jpg,192,1.4021,0.0278,0.7272,2,3340.3585,1342607245.9419,98.9583,0.9399
965,ISIC,Nevus,ISIC_0025213.jpg,256,1.194,0.0204,0.8417,3,3375.9214,318937700.0515,96.1161,0.9675
966,ISIC,Nevus,ISIC_0025215.jpg,234,1.4396,0.029,0.6972,2,3341.6218,1753918056.6207,83.1705,0.8769
967,ISIC,Nevus,ISIC_0025216.jpg,386,1.3998,0.015,0.7213,1,3464.5205,521137488.922,89.6774,0.9403
968,ISIC,Nevus,ISIC_0025220.jpg,304,1.1745,0.0157,0.8595,2,4037.1988,688390669.9106,95.7904,0.9753
969,ISIC,Nevus,ISIC_0025221.jpg,352,1.3365,0.0165,0.751,2,2859.3061,168857800.6445,95.4274,0.9526
970,ISIC,Nevus,ISIC_0025224.jpg,474,1.7919,0.0148,0.562,2,4062.7314,255055156.2546,88.0224,0.8692
971,ISIC,Nevus,ISIC_0025226.jpg,252,1.297,0.0223,0.7728,3,3128.5545,691776446.4158,90.44,0.9187
972,ISIC,Nevus,ISIC_0025229.jpg,284,1.4021,0.0193,0.7184,2,3309.6944,3312995662.6295,89.5348,0.9204
973,ISIC,Nevus,ISIC_0025239.jpg,300,1.6784,0.0232,0.6021,3,3517.1958,349525012.7868,88.0332,0.8643
974,ISIC,Nevus,ISIC_0025246.jpg,278,1.2049,0.0178,0.8365,3,3595.8877,174057391.604,95.6399,0.9427
975,ISIC,Nevus,ISIC_0025251.jpg,452,2.2006,0.0215,0.4584,2,3827.5907,659073252.6395,91.1613,0.8193
976,ISIC,Nevus,ISIC_0025252.jpg,236,1.3636,0.0245,0.7398,2,3176.5985,946367292.7939,92.0524,0.9412
977,ISIC,Nevus,ISIC_0025255.jpg,280,1.2404,0.0179,0.8121,2,3419.757,326917784.7815,90.0146,0.9656
978,ISIC,Nevus,ISIC_0025258.jpg,364,1.308,0.0166,0.7741,1,3283.1249,894213655.2433,98.9068,0.9599
979,ISIC,Nevus,ISIC_0025263.jpg,494,5.2833,0.0382,0.19,2,3528.9983,941272459.8448,65.4745,0.1768
980,ISIC,Nevus,ISIC_0025270.jpg,190,1.1787,0.0242,0.8581,2,3455.7169,1261929644.9189,97.9056,0.9622
981,ISIC,Nevus,ISIC_0025272.jpg,324,1.1933,0.0148,0.8441,1,3948.7582,734700481.7801,97.5354,0.9613
982,ISIC,Nevus,ISIC_0025273.jpg,296,1.4176,0.0199,0.7107,2,4021.6075,821651861.5428,89.217,0.9555
983,ISIC,Nevus,ISIC_0025279.jpg,134,1.197,0.0365,0.8522,1,4093.0449,9879212468.2027,95.3369,0.9348
984,ISIC,Nevus,ISIC_0025280.jpg,236,1.2772,0.0221,0.7899,1,3581.9881,2734474231.2901,98.1109,0.923
985,ISIC,Nevus,ISIC_0025281.jpg,302,1.2478,0.0167,0.8022,2,3554.6888,417904723.411,97.2697,0.9396
986,ISIC,Nevus,ISIC_0025282.jpg,204,1.3837,0.0261,0.7231,1,3272.8132,3381270406.244,92.9826,0.9467
987,ISIC,Nevus,ISIC_0025284.jpg,476,2.7311,0.0191,0.3678,1,3254.3247,421939784.4657,82.3677,0.8323
988,ISIC,Nevus,ISIC_0025289.jpg,292,1.2741,0.0186,0.7923,3,3265.0477,573691867.264,84.9627,0.9446
989,ISIC,Nevus,ISIC_0025290.jpg,188,1.1626,0.0246,0.8662,2,3801.7727,2366772063.3536,98.943,0.964
990,ISIC,Nevus,ISIC_0025294.jpg,306,1.322,0.0182,0.7605,2,3625.9789,718253208.2683,86.9418,0.9202
991,ISIC,Nevus,ISIC_0025295.jpg,274,2.4745,0.032,0.4075,1,3267.2363,2926229519.2435,84.5823,0.7738
992,ISIC,Nevus,ISIC_0025296.jpg,386,1.2975,0.0153,0.775,2,3439.4528,251340884.0049,94.7998,0.9724
993,ISIC,Nevus,ISIC_0025298.jpg,268,1.3621,0.0208,0.7454,2,3681.6794,627159068.4912,92.2269,0.9027
994,ISIC,Nevus,ISIC_0025300.jpg,196,1.1698,0.0241,0.8583,3,3445.44,1436587151.0451,96.3328,0.9566
995,ISIC,Nevus,ISIC_0025306.jpg,392,1.3112,0.0151,0.7684,1,4182.2827,838350652.3504,94.878,0.9548
996,ISIC,Nevus,ISIC_0025308.jpg,274,1.2572,0.0208,0.8035,1,4161.5815,2134690734.496,84.5686,0.9451
997,ISIC,Nevus,ISIC_0025309.jpg,208,1.1876,0.0245,0.8559,2,3465.9999,1985714393.1089,95.21,0.9527
998,ISIC,Nevus,ISIC_0025310.jpg,306,1.6867,0.0234,0.596,3,3283.7102,392237039.188,81.7023,0.7334
999,ISIC,Nevus,ISIC_0025318.jpg,182,1.1272,0.0248,0.904,2,3338.0623,981732486.5221,95.5152,0.9862
1000,ISIC,Nevus,ISIC_0025320.jpg,248,1.2135,0.0199,0.8372,2,3183.8953,1118966151.433,96.7778,0.9494
1001,ISIC,Nevus,ISIC_0025323.jpg,150,1.1707,0.0322,0.8736,2,3056.3471,2066908596.4663,92.2985,0.952
1002,ISIC,Nevus,ISIC_0025329.jpg,196,1.416,0.0285,0.7132,2,4051.3595,9931725121.4948,95.457,0.913
1003,ISIC,Nevus,ISIC_0025332.jpg,180,1.1839,0.0286,0.8621,2,3448.4516,3595783686.9893,94.0314,0.9667
1004,ISIC,Nevus,ISIC_0025336.jpg,198,1.199,0.0254,0.8441,2,3347.3513,2703511041.8362,91.7395,0.9467
1005,ISIC,Nevus,ISIC_0025343.jpg,284,1.2725,0.0203,0.7904,2,3491.4759,251801734.7967,88.0118,0.9453
1006,ISIC,Nevus,ISIC_0025346.jpg,286,1.8089,0.0224,0.5562,2,3195.3858,1134702265.5982,96.2437,0.8694
1007,ISIC,Nevus,ISIC_0025353.jpg,330,1.4398,0.0179,0.7009,1,4160.3142,740343926.9911,95.9397,0.8784
1008,ISIC,Nevus,ISIC_0025356.jpg,322,1.245,0.0162,0.8062,2,3436.5097,325034481.8783,94.1625,0.9581
1009,ISIC,Nevus,ISIC_0025357.jpg,242,1.2135,0.021,0.8326,2,3995.2079,575295565.7094,87.1705,0.9322
1010,ISIC,Nevus,ISIC_0025360.jpg,270,1.204,0.0192,0.8348,2,3667.2896,447920717.6454,92.3172,0.9682
1011,ISIC,Nevus,ISIC_0025361.jpg,314,1.3483,0.0171,0.7442,2,3629.5665,204061343.3688,93.4648,0.9237
1012,ISIC,Nevus,ISIC_0025364.jpg,284,1.7571,0.0274,0.5707,2,2910.2949,1895979488.0455,90.0758,0.8625
1013,ISIC,Nevus,ISIC_0025365.jpg,338,1.3896,0.0154,0.7254,3,3769.1162,91381284.3303,96.0336,0.9585
1014,ISIC,Nevus,ISIC_0025369.jpg,316,1.2571,0.0159,0.802,1,4113.2078,1066075353.1217,93.6944,0.9584
1015,ISIC,Nevus,ISIC_0025370.jpg,198,1.2506,0.028,0.8073,3,3095.5613,1318180160.0065,96.8086,0.935
1016,ISIC,Nevus,ISIC_0025377.jpg,452,1.3827,0.0136,0.7276,2,4149.887,268707096.0419,94.6865,0.9486
1017,ISIC,Nevus,ISIC_0025380.jpg,308,1.1991,0.0159,0.839,2,3984.4017,512777436.8585,93.608,0.9605
1018,ISIC,Nevus,ISIC_0025381.jpg,348,1.6314,0.0216,0.6195,2,3011.9565,4633428151.5131,94.2835,0.9164
1019,ISIC,Nevus,ISIC_0025385.jpg,244,1.2669,0.0207,0.7958,3,3668.0303,220247390.4586,90.872,0.9416
1020,ISIC,Nevus,ISIC_0025393.jpg,242,1.2023,0.0217,0.8448,2,3180.2274,971461047.8623,95.8033,0.9492
1021,ISIC,Nevus,ISIC_0025395.jpg,172,1.177,0.0294,0.8528,2,3630.9204,1444380406.4106,94.0722,0.9605
1022,ISIC,Nevus,ISIC_0025396.jpg,308,1.5581,0.02,0.642,2,3509.3854,813601273.8496,91.7964,0.9065
1023,ISIC,Nevus,ISIC_0025398.jpg,150,1.1891,0.0351,0.8611,2,3422.127,2964011736.7995,97.345,0.9584
1024,ISIC,Nevus,ISIC_0025401.jpg,362,1.3848,0.0156,0.7225,2,3282.8506,813816822.0308,91.2764,0.9274
1025,ISIC,Nevus,ISIC_0025402.jpg,234,1.2433,0.021,0.809,2,2937.3103,922248631.9572,98.8005,0.9306
1026,ISIC,Nevus,ISIC_0025403.jpg,372,2.3099,0.0211,0.4352,1,3339.084,1960389586.0166,92.2706,0.7991
1027,ISIC,Nevus,ISIC_0025405.jpg,246,1.3357,0.0253,0.7542,2,3372.4268,829657323.5317,98.1854,0.9561
1028,ISIC,Nevus,ISIC_0025406.jpg,384,2.1752,0.0228,0.464,1,4084.0336,1568599433.5918,79.327,0.7019
1029,ISIC,Nevus,ISIC_0025407.jpg,240,1.2306,0.0228,0.8274,2,3623.6214,177135395.5063,88.8431,0.9349
1030,ISIC,Nevus,ISIC_0025408.jpg,356,1.3565,0.017,0.742,1,3366.6088,1784078722.1439,95.1933,0.9302
1031,ISIC,Nevus,ISIC_0025410.jpg,302,1.542,0.021,0.654,1,2391.8514,2444217644.1435,92.0273,0.898
1032,ISIC,Nevus,ISIC_0025418.jpg,324,1.28,0.0164,0.7856,2,3317.4738,560025418.688,93.7344,0.9582
1033,ISIC,Nevus,ISIC_0025420.jpg,308,1.3165,0.0194,0.7688,2,3507.6741,1104419245.9733,86.562,0.937
1034,ISIC,Nevus,ISIC_0025421.jpg,206,1.1498,0.0221,0.8706,2,3400.2507,1222730263.2291,96.1304,0.9727
1035,ISIC,Nevus,ISIC_0025424.jpg,238,1.196,0.0204,0.8378,3,3638.7499,437877339.2795,96.5626,0.9556
1036,ISIC,Nevus,ISIC_0025437.jpg,280,1.2678,0.0204,0.7907,2,3557.8617,1647805193.4816,95.4475,0.9492
1037,ISIC,Nevus,ISIC_0025442.jpg,256,1.5163,0.0283,0.6613,3,3458.0082,1288378255.7213,87.5383,0.9198
1038,ISIC,Nevus,ISIC_0025443.jpg,342,1.7343,0.0188,0.5816,2,3851.0427,829382007.711,92.4208,0.9038
1039,ISIC,Nevus,ISIC_0025444.jpg,220,1.2439,0.0242,0.8167,2,4041.217,2402722956.9798,90.9904,0.9609
1040,ISIC,Nevus,ISIC_0025445.jpg,212,1.1495,0.0214,0.8752,3,3527.6645,231723008.9728,97.8996,0.9686
1041,ISIC,Nevus,ISIC_0025446.jpg,240,2.0929,0.0368,0.4845,2,3383.2821,5572905603.9127,82.4585,0.4716
1042,ISIC,Nevus,ISIC_0025447.jpg,258,1.1872,0.02,0.8562,4,2944.8859,307183186.7504,97.5517,0.9761
1043,ISIC,Nevus,ISIC_0025448.jpg,334,1.6423,0.0262,0.6117,2,3512.9835,941925003.3082,94.327,0.9562
1044,ISIC,Nevus,ISIC_0025449.jpg,184,1.2383,0.0291,0.811,2,3636.0056,2790575656.6876,88.9228,0.9167
1045,ISIC,Nevus,ISIC_0025456.jpg,196,1.2286,0.0257,0.8214,3,2543.0922,2982752086.5931,96.345,0.9536
1046,ISIC,Nevus,ISIC_0025458.jpg,172,1.5616,0.0389,0.6443,3,3440.18,2333123296.5029,80.7708,0.8175
1047,ISIC,Nevus,ISIC_0025459.jpg,252,1.2551,0.0213,0.7979,2,3371.0786,469664650.3603,96.8422,0.9702
1048,ISIC,Nevus,ISIC_0025461.jpg,180,1.218,0.0268,0.8393,2,3221.1813,979818197.2428,97.8011,0.9546
